Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,6349.500000,6409.250000,6154.000000,6371.000000,6371.000000,659316
2019-01-03,6242.750000,6304.250000,6148.500000,6162.000000,6162.000000,714536
2019-01-04,6168.750000,6462.000000,6136.500000,6434.000000,6434.000000,696539
2019-01-06,null,null,null,null,null,null
2019-01-07,6451.250000,6535.750000,6402.500000,6496.500000,6496.500000,516597
2019-01-08,6506.000000,6586.250000,6467.250000,6557.250000,6557.250000,539049
2019-01-09,6546.750000,6645.000000,6546.750000,6604.750000,6604.750000,496789
2019-01-10,6597.250000,6641.750000,6527.500000,6625.250000,6625.250000,496364
2019-01-11,6622.500000,6632.500000,6572.000000,6612.750000,6612.750000,364787
2019-01-13,null,null,null,null,null,null
2019-01-14,6599.000000,6602.500000,6521.500000,6545.000000,6545.000000,364990
2019-01-15,6543.000000,6689.000000,6542.250000,6676.750000,6676.750000,492324
2019-01-16,6674.500000,6737.250000,6664.000000,6666.250000,6666.250000,443742
2019-01-17,6670.000000,6760.000000,6612.250000,6720.000000,6720.000000,472761
2019-01-18,6722.750000,6828.250000,6712.000000,6792.750000,6792.750000,499881
2019-01-20,null,null,null,null,null,null
2019-01-22,6794.500000,6794.500000,6611.500000,6653.000000,6653.000000,651258
2019-01-23,6652.000000,6724.250000,6592.250000,6665.250000,6665.250000,515044
2019-01-24,6663.000000,6718.500000,6653.000000,6675.000000,6675.000000,449017
2019-01-25,6684.500000,6810.500000,6676.750000,6791.250000,6791.250000,446822
2019-01-27,null,null,null,null,null,null
2019-01-28,6784.250000,6791.000000,6648.250000,6701.750000,6701.750000,490045
2019-01-29,6695.250000,6721.000000,6616.750000,6638.750000,6638.750000,441622
2019-01-30,6690.250000,6845.250000,6657.750000,6837.250000,6837.250000,526133
2019-01-31,6844.250000,6943.000000,6839.250000,6914.750000,6914.750000,557023
2019-02-01,6911.000000,6927.500000,6860.500000,6877.750000,6877.750000,461403
2019-02-03,null,null,null,null,null,null
2019-02-04,6863.750000,6983.000000,6858.250000,6937.500000,6937.500000,353660
2019-02-05,6937.500000,7033.750000,6928.250000,7008.000000,7008.000000,369764
2019-02-06,7009.250000,7038.750000,6972.250000,6995.750000,6995.750000,376560
2019-02-07,6988.000000,6994.750000,6856.250000,6905.500000,6905.500000,595400
2019-02-08,6902.000000,6926.250000,6841.000000,6916.750000,6916.750000,464342
2019-02-10,null,null,null,null,null,null
2019-02-11,6921.750000,6969.500000,6896.250000,6914.250000,6914.250000,384589
2019-02-12,6908.500000,7028.500000,6903.000000,7018.500000,7018.500000,363950
2019-02-13,7017.250000,7069.750000,7012.000000,7016.250000,7016.250000,359971
2019-02-14,7017.250000,7057.500000,6972.000000,7019.750000,7019.750000,490159
2019-02-15,7017.500000,7095.250000,6975.250000,7063.750000,7063.750000,430944
2019-02-17,null,null,null,null,null,null
2019-02-19,7063.750000,7094.750000,7035.250000,7068.250000,7068.250000,386613
2019-02-20,7068.750000,7105.000000,7032.250000,7073.250000,7073.250000,418267
2019-02-21,7070.750000,7113.750000,7005.000000,7034.500000,7034.500000,432866
2019-02-22,7031.250000,7101.250000,7019.250000,7088.250000,7088.250000,367501
2019-02-24,null,null,null,null,null,null
2019-02-25,7108.500000,7168.500000,7102.000000,7125.750000,7125.750000,346624
2019-02-26,7122.000000,7151.000000,7073.250000,7117.750000,7117.750000,362741
2019-02-27,7109.250000,7131.750000,7048.000000,7121.750000,7121.750000,367938
2019-02-28,7121.250000,7130.750000,7072.500000,7102.500000,7102.500000,360883
2019-03-01,7106.500000,7164.500000,7098.250000,7156.000000,7156.000000,383198
2019-03-03,null,null,null,null,null,null
2019-03-04,7177.000000,7211.500000,7074.500000,7145.750000,7145.750000,556660
2019-03-05,7144.500000,7182.000000,7124.250000,7165.500000,7165.500000,364928
2019-03-06,7156.000000,7171.250000,7107.000000,7111.250000,7111.250000,444302
2019-03-07,7109.000000,7123.250000,7003.250000,7027.500000,7027.500000,556540
2019-03-08,7025.500000,7034.000000,6939.000000,7026.750000,7026.750000,312130
2019-03-10,null,null,null,null,null,null
2019-03-11,7022.250000,7176.750000,6997.500000,7164.750000,7164.750000,203726
2019-03-12,7176.000000,7223.000000,7163.250000,7206.500000,7206.500000,167990
2019-03-13,7209.250000,7295.500000,7183.750000,7267.750000,7267.750000,127111
2019-03-14,7273.250000,7293.500000,7237.750000,7239.750000,7239.750000,82276
2019-03-15,7245.750000,7288.000000,7243.000000,7270.350098,7270.350098,412124
2019-03-17,null,null,null,null,null,null
2019-03-18,7338.000000,7379.500000,7321.750000,7360.750000,7360.750000,366874
2019-03-19,7362.250000,7421.250000,7351.250000,7376.500000,7376.500000,427134
2019-03-20,7378.000000,7458.000000,7349.500000,7409.500000,7409.500000,550615
2019-03-21,7400.500000,7541.000000,7367.750000,7534.500000,7534.500000,523249
2019-03-22,7526.750000,7544.750000,7353.000000,7368.750000,7368.750000,694561
2019-03-24,null,null,null,null,null,null
2019-03-25,7372.250000,7390.500000,7290.000000,7355.250000,7355.250000,596897
2019-03-26,7363.000000,7447.500000,7340.500000,7376.750000,7376.750000,557412
2019-03-27,7383.500000,7404.750000,7276.000000,7334.500000,7334.500000,592979
2019-03-28,7323.500000,7372.500000,7289.500000,7352.000000,7352.000000,446378
2019-03-29,7350.250000,7414.500000,7350.250000,7400.500000,7400.500000,395579
2019-03-31,null,null,null,null,null,null
2019-04-01,7430.000000,7506.500000,7428.500000,7498.500000,7498.500000,412914
2019-04-02,7495.250000,7532.500000,7483.750000,7519.250000,7519.250000,359192
2019-04-03,7517.000000,7616.250000,7513.250000,7582.250000,7582.250000,483546
2019-04-04,7581.250000,7598.000000,7522.000000,7561.500000,7561.500000,432440
2019-04-05,7565.000000,7612.750000,7556.000000,7604.250000,7604.250000,358710
2019-04-07,null,null,null,null,null,null
2019-04-08,7607.750000,7629.250000,7561.250000,7623.500000,7623.500000,333328
2019-04-09,7625.750000,7633.750000,7578.750000,7593.250000,7593.250000,389517
2019-04-10,7590.500000,7646.000000,7575.750000,7641.250000,7641.250000,332696
2019-04-11,7644.000000,7661.000000,7601.500000,7617.250000,7617.250000,340950
2019-04-12,7617.000000,7665.000000,7611.000000,7652.250000,7652.250000,346210
2019-04-14,null,null,null,null,null,null
2019-04-15,7654.000000,7659.000000,7598.750000,7647.750000,7647.750000,322483
2019-04-16,7650.750000,7695.000000,7648.750000,7679.500000,7679.500000,373199
2019-04-17,7676.500000,7733.500000,7668.500000,7689.750000,7689.750000,463944
2019-04-18,7691.500000,7723.000000,7660.250000,7712.500000,7712.500000,393586
2019-04-21,null,null,null,null,null,null
2019-04-22,7715.250000,7746.750000,7669.750000,7734.750000,7734.750000,253668
2019-04-23,7738.000000,7843.750000,7724.500000,7838.000000,7838.000000,427149
2019-04-24,7833.500000,7852.750000,7802.250000,7847.750000,7847.750000,387633
2019-04-25,7855.250000,7879.500000,7792.000000,7798.500000,7798.500000,488329
2019-04-26,7799.250000,7845.500000,7755.500000,7840.250000,7840.250000,467051
2019-04-28,null,null,null,null,null,null
2019-04-29,7837.250000,7867.750000,7805.500000,7813.750000,7813.750000,320324
2019-04-30,7805.250000,7857.000000,7740.000000,7800.000000,7800.000000,463833
2019-05-01,7848.750000,7867.250000,7736.000000,7756.500000,7756.500000,484406
2019-05-02,7737.750000,7805.000000,7682.250000,7734.250000,7734.250000,592822
2019-05-03,7739.000000,7872.500000,7734.750000,7865.000000,7865.000000,454088
2019-05-05,null,null,null,null,null,null
2019-05-06,7810.000000,7817.500000,7667.500000,7803.500000,7803.500000,630196
2019-05-07,7744.750000,7804.000000,7581.250000,7674.000000,7674.000000,838952
2019-05-08,7663.750000,7698.000000,7600.000000,7647.500000,7647.500000,621509
2019-05-09,7639.750000,7644.500000,7481.000000,7595.250000,7595.250000,741216
2019-05-10,7591.000000,7654.500000,7435.750000,7610.250000,7610.250000,802652
2019-05-12,null,null,null,null,null,null
2019-05-13,7534.250000,7551.500000,7305.000000,7314.750000,7314.750000,773473
2019-05-14,7315.250000,7459.500000,7290.000000,7421.000000,7421.000000,547769
2019-05-15,7429.250000,7538.500000,7353.750000,7529.250000,7529.250000,535915
2019-05-16,7524.250000,7641.000000,7473.500000,7600.250000,7600.250000,525588
2019-05-17,7600.750000,7620.000000,7506.500000,7511.500000,7511.500000,626777
2019-05-19,null,null,null,null,null,null
2019-05-20,7514.750000,7559.250000,7361.500000,7391.750000,7391.750000,634294
2019-05-21,7408.250000,7485.250000,7400.750000,7464.000000,7464.000000,436744
2019-05-22,7462.750000,7475.000000,7391.250000,7430.000000,7430.000000,455678
2019-05-23,7430.750000,7434.750000,7268.000000,7311.000000,7311.000000,640165
2019-05-24,7316.750000,7379.750000,7300.500000,7315.500000,7315.500000,407810
2019-05-26,null,null,null,null,null,null
2019-05-28,7315.500000,7371.750000,7280.250000,7295.250000,7295.250000,528983
2019-05-29,7291.500000,7296.000000,7183.250000,7216.000000,7216.000000,568052
2019-05-30,7214.750000,7271.250000,7208.500000,7255.250000,7255.250000,403475
2019-05-31,7251.750000,7256.000000,7129.250000,7133.500000,7133.500000,540433
2019-06-02,null,null,null,null,null,null
2019-06-03,7110.000000,7132.500000,6941.250000,6993.750000,6993.750000,771723
2019-06-04,7008.750000,7186.500000,6981.750000,7179.250000,7179.250000,565396
2019-06-05,7189.000000,7245.250000,7150.250000,7228.500000,7228.500000,534798
2019-06-06,7213.750000,7299.250000,7181.000000,7282.250000,7282.250000,433916
2019-06-07,7266.500000,7453.000000,7257.750000,7419.500000,7419.500000,484835
2019-06-09,null,null,null,null,null,null
2019-06-10,7469.000000,7578.500000,7431.250000,7515.500000,7515.500000,463884
2019-06-11,7519.500000,7600.750000,7492.750000,7518.250000,7518.250000,461725
2019-06-12,7517.750000,7531.000000,7461.000000,7473.250000,7473.250000,388858
2019-06-13,7476.000000,7536.000000,7421.000000,7522.750000,7522.750000,396174
2019-06-14,7503.250000,7520.750000,7451.500000,7478.250000,7478.250000,254822
2019-06-16,null,null,null,null,null,null
2019-06-17,7481.000000,7550.750000,7476.000000,7534.250000,7534.250000,184038
2019-06-18,7542.250000,7693.500000,7514.750000,7645.250000,7645.250000,209971
2019-06-19,7641.000000,7685.750000,7601.750000,7674.250000,7674.250000,112587
2019-06-20,7668.000000,7793.000000,7660.000000,7745.250000,7745.250000,101514
2019-06-21,7737.000000,7743.250000,7701.500000,7723.609863,7723.609863,379078
2019-06-23,null,null,null,null,null,null
2019-06-24,7744.500000,7794.250000,7731.750000,7758.750000,7758.750000,260978
2019-06-25,7753.000000,7779.500000,7609.500000,7628.750000,7628.750000,424811
2019-06-26,7633.000000,7719.000000,7616.250000,7650.000000,7650.000000,376979
2019-06-27,7641.000000,7716.500000,7640.750000,7690.500000,7690.500000,300152
2019-06-28,7685.250000,7726.000000,7664.000000,7693.750000,7693.750000,310126
2019-06-30,null,null,null,null,null,null
2019-07-01,7781.500000,7849.750000,7759.000000,7790.000000,7790.000000,406594
2019-07-02,7792.500000,7843.250000,7763.000000,7838.250000,7838.250000,297574
2019-07-03,null,null,null,null,null,null
2019-07-05,7887.750000,7909.750000,7797.250000,7851.500000,7851.500000,375287
2019-07-07,null,null,null,null,null,null
2019-07-08,7855.000000,7863.500000,7777.500000,7801.000000,7801.000000,342228
2019-07-09,7802.250000,7858.750000,7743.000000,7845.250000,7845.250000,346314
2019-07-10,7848.000000,7949.500000,7811.250000,7928.750000,7928.750000,442842
2019-07-11,7924.250000,7963.250000,7894.250000,7918.750000,7918.750000,407894
2019-07-12,7917.250000,7967.500000,7911.750000,7960.000000,7960.000000,299817
2019-07-14,null,null,null,null,null,null
2019-07-15,7958.250000,7992.000000,7941.250000,7986.750000,7986.750000,247176
2019-07-16,7982.750000,8001.500000,7924.000000,7942.750000,7942.750000,303702
2019-07-17,7939.750000,7966.250000,7868.000000,7885.500000,7885.500000,303890
2019-07-18,7868.000000,7954.750000,7833.000000,7933.500000,7933.500000,413722
2019-07-19,7950.500000,7980.750000,7815.250000,7842.750000,7842.750000,438469
2019-07-21,null,null,null,null,null,null
2019-07-22,7830.000000,7936.500000,7826.250000,7924.750000,7924.750000,355209
2019-07-23,7926.500000,7985.750000,7908.000000,7983.750000,7983.750000,357765
2019-07-24,7944.000000,8051.750000,7925.250000,8038.000000,8038.000000,356159
2019-07-25,8004.500000,8034.500000,7917.250000,7981.750000,7981.750000,433945
2019-07-26,7992.000000,8040.750000,7987.500000,8019.750000,8019.750000,322305
2019-07-28,null,null,null,null,null,null
2019-07-29,8017.500000,8031.750000,7951.750000,8001.250000,8001.250000,301214
2019-07-30,8004.250000,8020.000000,7928.250000,7963.250000,7963.250000,394698
2019-07-31,7992.500000,8001.250000,7782.250000,7866.750000,7866.750000,556437
2019-08-01,7834.000000,8014.500000,7776.750000,7808.250000,7808.250000,772956
2019-08-02,7797.000000,7806.000000,7650.250000,7702.250000,7702.250000,736453
2019-08-04,null,null,null,null,null,null
2019-08-05,7701.750000,7705.500000,7359.750000,7385.250000,7385.250000,848399
2019-08-06,7349.000000,7549.000000,7224.500000,7515.500000,7515.500000,845239
2019-08-07,7512.750000,7577.500000,7387.500000,7553.250000,7553.250000,851275
2019-08-08,7553.500000,7738.500000,7526.000000,7735.750000,7735.750000,553666
2019-08-09,7699.500000,7724.000000,7596.750000,7660.250000,7660.250000,619044
2019-08-11,null,null,null,null,null,null
2019-08-12,7654.500000,7710.000000,7534.750000,7566.750000,7566.750000,552715
2019-08-13,7570.250000,7789.500000,7514.000000,7748.000000,7748.000000,674983
2019-08-14,7746.500000,7767.500000,7477.000000,7488.750000,7488.750000,825231
2019-08-15,7469.000000,7572.750000,7388.250000,7496.250000,7496.250000,705042
2019-08-16,7509.250000,7632.500000,7502.500000,7611.750000,7611.750000,449473
2019-08-18,null,null,null,null,null,null
2019-08-19,7617.250000,7750.000000,7616.000000,7727.500000,7727.500000,401476
2019-08-20,7717.250000,7752.000000,7655.500000,7668.000000,7668.000000,414176
2019-08-21,7655.000000,7765.750000,7652.250000,7750.250000,7750.250000,344352
2019-08-22,7756.000000,7782.250000,7654.000000,7711.250000,7711.250000,487622
2019-08-23,7705.750000,7762.000000,7447.750000,7504.500000,7504.500000,763864
2019-08-25,null,null,null,null,null,null
2019-08-26,7435.000000,7626.000000,7353.250000,7590.500000,7590.500000,617907
2019-08-27,7591.500000,7648.500000,7537.000000,7562.750000,7562.750000,520966
2019-08-28,7564.000000,7605.750000,7504.250000,7599.250000,7599.250000,480975
2019-08-29,7582.250000,7730.250000,7548.500000,7712.000000,7712.000000,447668
2019-08-30,7704.250000,7770.500000,7646.000000,7690.750000,7690.750000,450746
2019-09-01,null,null,null,null,null,null
2019-09-03,7628.250000,7695.500000,7580.750000,7617.500000,7617.500000,643037
2019-09-04,7614.250000,7730.000000,7608.500000,7722.750000,7722.750000,399672
2019-09-05,7722.000000,7886.750000,7717.250000,7855.500000,7855.500000,478413
2019-09-06,7853.500000,7895.000000,7838.250000,7857.750000,7857.750000,356484
2019-09-08,null,null,null,null,null,null
2019-09-09,7857.000000,7887.000000,7798.500000,7830.750000,7830.750000,372953
2019-09-10,7834.000000,7857.750000,7744.250000,7815.000000,7815.000000,446533
2019-09-11,7818.500000,7905.000000,7786.500000,7889.750000,7889.750000,383871
2019-09-12,7893.250000,7982.750000,7886.750000,7921.500000,7921.500000,448979
2019-09-13,7916.250000,7958.500000,7881.750000,7886.000000,7886.000000,243852
2019-09-15,null,null,null,null,null,null
2019-09-16,7856.750000,7873.250000,7776.250000,7856.500000,7856.500000,199321
2019-09-17,7864.000000,7897.500000,7828.000000,7890.250000,7890.250000,147539
2019-09-18,7890.750000,7906.750000,7790.000000,7894.250000,7894.250000,122281
2019-09-19,7898.750000,7951.000000,7830.500000,7896.250000,7896.250000,69135
2019-09-20,7899.500000,7932.750000,7890.750000,7899.479980,7899.479980,425158
2019-09-22,null,null,null,null,null,null
2019-09-23,7839.250000,7897.500000,7807.750000,7850.500000,7850.500000,348180
2019-09-24,7869.000000,7904.750000,7701.750000,7735.250000,7735.250000,609261
2019-09-25,7738.250000,7844.250000,7663.000000,7820.250000,7820.250000,540081
2019-09-26,7822.500000,7842.750000,7734.750000,7787.250000,7787.250000,489320
2019-09-27,7787.000000,7822.000000,7641.000000,7701.250000,7701.250000,598171
2019-09-29,7735.500000,7759.000000,7705.750000,7721.750000,7721.750000,828309
2019-09-30,7735.500000,7788.750000,7705.750000,7770.500000,7770.500000,337872
2019-10-01,7784.000000,7841.500000,7691.000000,7695.500000,7695.500000,478759
2019-10-02,7711.000000,7730.500000,7525.500000,7546.250000,7546.250000,586568
2019-10-03,7551.500000,7661.500000,7474.250000,7658.500000,7658.500000,582820
2019-10-04,7656.750000,7773.750000,7624.000000,7767.250000,7767.250000,420539
2019-10-06,7712.500000,7747.250000,7682.500000,7742.250000,7742.250000,594280
2019-10-07,7712.500000,7799.750000,7682.500000,7740.000000,7740.000000,381262
2019-10-08,7736.000000,7784.500000,7613.500000,7622.000000,7622.000000,552145
2019-10-09,7621.000000,7732.000000,7604.500000,7699.750000,7699.750000,404170
2019-10-10,7702.250000,7798.750000,7583.250000,7760.250000,7760.250000,535042
2019-10-11,7783.250000,7918.500000,7767.000000,7859.000000,7859.000000,490521
2019-10-13,7850.250000,7893.250000,7850.000000,7888.000000,7888.000000,473679
2019-10-14,7850.250000,7894.750000,7807.000000,7857.500000,7857.500000,311101
2019-10-15,7862.250000,7971.750000,7859.750000,7959.750000,7959.750000,347657
2019-10-16,7960.000000,7960.250000,7907.500000,7948.500000,7948.500000,347550
2019-10-17,7954.250000,7994.750000,7922.000000,7952.750000,7952.750000,368623
2019-10-18,7953.750000,7958.500000,7835.750000,7880.750000,7880.750000,437753
2019-10-20,7874.250000,7892.500000,7865.750000,7888.250000,7888.250000,440904
2019-10-21,7874.250000,7951.750000,7865.750000,7948.250000,7948.250000,275031
2019-10-22,7949.250000,7988.750000,7837.250000,7858.750000,7858.750000,377545
2019-10-23,7846.250000,7918.250000,7810.250000,7901.500000,7901.500000,348671
2019-10-24,7922.750000,7984.000000,7913.250000,7928.250000,7928.250000,380967
2019-10-25,7928.500000,8041.500000,7918.500000,8035.750000,8035.750000,348318
2019-10-27,8048.000000,8062.750000,8048.000000,8056.750000,8056.750000,487493
2019-10-28,8048.000000,8127.500000,8048.000000,8094.750000,8094.750000,309114
2019-10-29,8109.250000,8118.750000,8050.750000,8055.250000,8055.250000,351246
2019-10-30,8057.250000,8141.000000,8020.500000,8111.250000,8111.250000,381307
2019-10-31,8128.500000,8139.000000,8046.000000,8090.250000,8090.250000,448458
2019-11-01,8094.250000,8168.000000,8084.500000,8160.250000,8160.250000,348326
2019-11-03,8165.000000,8181.000000,8164.000000,8178.750000,8178.750000,103460
2019-11-04,8165.000000,8233.750000,8164.000000,8215.750000,8215.750000,325479
2019-11-05,8221.500000,8248.000000,8193.250000,8210.750000,8210.750000,305795
2019-11-06,8208.000000,8228.250000,8161.000000,8207.250000,8207.250000,314414
2019-11-07,8213.750000,8282.250000,8190.000000,8230.500000,8230.500000,366403
2019-11-08,8230.000000,8264.250000,8190.000000,8257.250000,8257.250000,326871
2019-11-10,8257.250000,8261.750000,8251.500000,8254.000000,8254.000000,64506
2019-11-11,8257.250000,8261.750000,8206.500000,8249.750000,8249.750000,229844
2019-11-12,8253.250000,8300.250000,8228.500000,8275.000000,8275.000000,316729
2019-11-13,8273.000000,8281.500000,8220.000000,8265.750000,8265.750000,382042
2019-11-14,8269.000000,8285.500000,8216.250000,8265.500000,8265.500000,381593
2019-11-15,8267.500000,8324.000000,8261.250000,8318.750000,8318.750000,367145
2019-11-17,8318.750000,8323.000000,8307.250000,8308.250000,8308.250000,100795
2019-11-18,8318.750000,8367.000000,8279.250000,8333.500000,8333.500000,370609
2019-11-19,8335.000000,8379.000000,8312.500000,8341.500000,8341.500000,373942
2019-11-20,8333.000000,8348.000000,8231.000000,8291.750000,8291.750000,526978
2019-11-21,8261.500000,8308.000000,8240.000000,8274.500000,8274.500000,411833
2019-11-22,8280.250000,8313.500000,8233.250000,8280.500000,8280.500000,344497
2019-11-24,8303.250000,8311.750000,8296.500000,8302.750000,8302.750000,170149
2019-11-25,8303.250000,8379.250000,8296.500000,8376.500000,8376.500000,259485
2019-11-26,8374.250000,8422.000000,8366.250000,8400.750000,8400.750000,285726
2019-11-27,8402.750000,8458.750000,8397.000000,8454.750000,8454.750000,240866
2019-11-29,null,null,null,null,null,null
2019-12-01,8424.500000,8435.250000,8422.500000,8431.000000,8431.000000,146577
2019-12-02,8424.500000,8457.250000,8276.500000,8316.000000,8316.000000,559474
2019-12-03,8313.750000,8337.500000,8168.250000,8251.250000,8251.250000,614317
2019-12-04,8258.750000,8319.250000,8220.500000,8295.250000,8295.250000,413647
2019-12-05,8296.250000,8340.000000,8273.250000,8309.250000,8309.250000,370987
2019-12-06,8311.000000,8409.500000,8307.750000,8400.250000,8400.250000,302782
2019-12-08,8401.500000,8415.000000,8401.000000,8405.250000,8405.250000,66578
2019-12-09,8401.500000,8427.250000,8347.000000,8356.000000,8356.000000,292419
2019-12-10,8354.500000,8398.000000,8297.000000,8363.750000,8363.750000,403364
2019-12-11,8366.250000,8411.000000,8345.000000,8405.500000,8405.500000,304183
2019-12-12,8407.500000,8497.000000,8381.000000,8465.250000,8465.250000,554338
2019-12-13,8485.000000,8523.750000,8435.500000,8494.000000,8494.000000,335038
2019-12-15,8507.000000,8516.500000,8503.250000,8509.250000,8509.250000,59053
2019-12-16,8507.000000,8587.750000,8503.250000,8576.000000,8576.000000,192050
2019-12-17,8576.000000,8596.750000,8563.250000,8576.250000,8576.250000,145053
2019-12-18,8569.750000,8612.000000,8567.750000,8590.250000,8590.250000,98301
2019-12-19,8598.000000,8655.500000,8580.250000,8642.500000,8642.500000,65776
2019-12-20,8651.000000,8707.459961,8638.250000,8707.459961,8707.459961,307870
2019-12-22,8710.750000,8723.500000,8707.500000,8722.250000,8722.250000,147426
2019-12-23,8710.750000,8743.250000,8707.500000,8726.500000,8726.500000,194915
2019-12-24,null,null,null,null,null,null
2019-12-26,8730.250000,8805.000000,8729.000000,8804.250000,8804.250000,170684
2019-12-27,8801.000000,8843.500000,8769.000000,8783.250000,8783.250000,322888
2019-12-29,8783.500000,8799.500000,8783.000000,8797.750000,8797.750000,169212
2019-12-30,8783.500000,8809.750000,8691.250000,8733.750000,8733.750000,404047
2019-12-31,8731.750000,8772.250000,8692.250000,8752.250000,8752.250000,284519
2020-01-02,8776.750000,8901.500000,8769.500000,8891.750000,8891.750000,416637
2020-01-03,8895.500000,8907.250000,8735.250000,8810.000000,8810.000000,599887
2020-01-05,8772.250000,8779.250000,8747.750000,8777.500000,8777.500000,538211
2020-01-06,8772.250000,8873.000000,8723.000000,8847.500000,8847.500000,469514
2020-01-07,8853.250000,8894.750000,8825.750000,8853.000000,8853.000000,510004
2020-01-08,8841.500000,8972.250000,8678.000000,8944.500000,8944.500000,723085
2020-01-09,8948.750000,9022.250000,8932.500000,9009.000000,9009.000000,457262
2020-01-10,9010.000000,9055.500000,8966.250000,8978.250000,8978.250000,472166
2020-01-12,8979.000000,8999.500000,8979.000000,8987.500000,8987.500000,223863
